,RERA,BHK_NO.,SQUARE_FT,ADDRESS,TARGET(PRICE_IN_LACS)
13478,0,2,689.4252567000001,Chennai,51.7
17959,1,1,689.3773737,Lalitpur,59.9
11720,0,1,689.2585382999999,Lalitpur,77.9
2120,1,1,689.1271057,Pune,31.5
27837,1,2,689.0314093,Pune,41.9
15132,0,1,688.954145,Raigad,30.5
27886,1,2,688.918119,Pune,41.9
27199,1,1,688.9050036,Lalitpur,47.5
5527,1,1,688.9050036,Mumbai,47.5
5566,0,1,688.8888889,Maharashtra,31.0
20743,0,1,688.7755102000001,Karad,13.5
26170,0,2,688.7052342000001,Lalitpur,110.0
21694,0,2,688.372093,Durgapur,14.8
19666,0,2,688.2591093,Chennai,28.9
14256,0,2,688.1365262999999,Gandhidham,25.0
26492,0,2,688.1365262999999,Gandhidham,25.0
20900,0,2,688.0733945000001,Ghaziabad,15.0
28029,0,2,688.0479414,Kolkata,62.0
11616,1,1,688.0349052,Maharashtra,41.0
7755,1,1,688.0240808,Mumbai,32.0
24182,1,1,688.0089862000001,Maharashtra,49.0
1787,0,2,688.0,Chennai,34.4
7813,1,2,687.8642007,Pune,54.3
27675,1,2,687.7865777000001,Agra,16.5
15073,1,2,687.7865777000001,Agra,16.5
3757,1,2,687.7828053999999,Pune,53.2
27253,1,2,687.7828053999999,Lalitpur,53.2
14623,0,2,687.732342,Udaipur,14.8
8389,0,2,687.732342,Kharagpur,18.5
4265,1,2,687.6948468999999,Maharashtra,150.0
2911,0,1,687.521485,Ahmednagar,20.0
6714,0,2,687.1678056,Rajkot,36.2
6293,0,1,687.0340593,Mumbai,47.0
14643,1,1,687.0019236,Mumbai,75.0
4196,1,2,686.9881711,Agra,15.1
24224,1,2,686.8956319,Chennai,20.6
17849,1,1,686.7924528,Lucknow,18.2
15025,1,2,686.5475995,Maharashtra,41.9
4087,1,2,686.5475995,Pune,41.9
17682,0,2,686.371241,Mumbai,160.0
15541,0,2,686.1499365,Chennai,27.0
6285,0,2,686.1198737999999,Jamshedpur,17.4
3147,0,2,686.0841424,Maharashtra,53.0
1847,1,2,686.0823299,Pune,49.0
25373,0,1,686.0158311,Mumbai,39.0
4166,0,2,686.0,Chennai,34.3
2346,1,2,685.9494683999999,Mumbai,180.0
25989,1,2,685.9382656,Mumbai,140.0
7665,1,2,685.9235828,Pune,82.4
28411,0,2,685.8108107999999,Kolkata,20.3
16187,0,1,685.3226728,Valsad,12.0
6211,0,1,685.3155567000001,Lalitpur,110.0
22210,1,2,685.2667646000001,Rudrapur,14.0
27096,0,2,685.2248394,Palghar,16.0
19283,1,2,685.2131013,Lalitpur,100.0
14439,0,2,685.1400731000001,Kolkata,22.5
27357,0,1,685.127034,Kolkata,24.0
1108,0,1,685.1155292999999,Mumbai,25.5
21263,1,1,685.0690088,Lalitpur,54.6
8711,0,1,685.0495476,Maharashtra,31.8
9517,1,1,685.0488097,Lalitpur,40.0
13184,0,1,685.0488097,Lalitpur,40.0
12648,0,1,685.0459482000001,Mumbai,41.0
8340,1,1,685.0357741,Lalitpur,45.0
22591,0,1,685.0357741,Lalitpur,45.0
22851,1,1,685.0272613,Mumbai,49.0
7368,1,2,685.0262938999999,Lalitpur,99.0
25993,0,1,685.0217363,Lalitpur,52.0
13566,0,1,685.0200336,Mumbai,53.0
23269,0,1,685.016814,Lalitpur,55.0
14816,0,1,685.0152905,Maharashtra,56.0
26121,1,1,685.0048164,Lalitpur,64.0
28103,0,1,685.0036885,Pune,65.0
13686,0,1,685.0036885,Mumbai,65.0
17987,1,1,685.0,Maharashtra,54.8
3971,0,2,684.9315068,Rudrapur,15.0
9354,0,2,684.9315068,Bangalore,26.0
15261,0,1,684.9315068,Lalitpur,68.0
28260,0,1,684.9315068,Surat,14.0
24774,1,2,684.9169152000001,Pune,64.3
11121,0,1,684.7183318,Lalitpur,110.0
5491,0,1,684.4976245,Mumbai,38.9
17616,0,2,684.1817187,Thrissur,25.0
19179,1,2,684.1216216,Pune,64.8
18811,1,2,684.1216216,Lalitpur,64.8
16903,0,2,684.1115102000001,Chennai,40.0
24255,1,2,684.0881105000001,Lalitpur,150.0
28940,0,2,683.0934374,Bangalore,28.0
25394,1,1,683.0601092999999,Chennai,35.0
19002,1,2,683.0601092999999,Lalitpur,77.5
23089,1,2,683.0601092999999,Maharashtra,77.5
22818,1,2,683.0341897000001,Mumbai,180.0
28396,1,2,682.8951036000001,Lalitpur,73.5
4400,1,1,682.1766562000001,Ghaziabad,17.3
2893,1,2,682.0950061000001,Mumbai,140.0
26554,1,2,682.0461384,Pune,68.0
5654,0,2,681.2917291,Lalitpur,150.0
27925,0,1,681.1409110000001,Surat,16.0
16609,1,2,681.0958075,Maharashtra,180.0
20098,0,1,681.0176125,Pune,34.8
8831,0,1,681.0133479,Kolkata,25.0
26038,0,1,680.9669731,Lalitpur,100.0
11743,0,1,680.9669731,Lalitpur,100.0
980,0,1,680.9669731,Maharashtra,100.0
27290,0,2,680.9338521000001,Kolkata,21.0
1684,0,1,680.2721088,Palghar,14.0
7322,0,2,680.2721088,Gurdaspur,14.0
9597,0,1,680.2721088,Vadodara,12.0
3777,0,1,680.2721088,Valsad,9.0
24737,1,2,680.2721088,Pune,50.0
9557,0,2,680.1645049,Kolkata,21.5
9854,0,1,680.1319043999999,Maharashtra,33.0
29285,0,1,680.1275239,Bangalore,32.0
6856,1,1,680.1228609,Mumbai,31.0
21173,0,2,680.1068739,Nagpur,28.0
27064,0,2,680.0894855,Palghar,15.2
2284,0,1,680.0870510999999,Mumbai,50.0
13055,0,1,680.0870510999999,Jaipur,25.0
24551,0,1,680.0832755,Mumbai,49.0
9330,0,1,680.0832755,Mumbai,49.0
24697,1,1,680.0793426,Mumbai,48.0
9934,0,1,680.0752424,Mumbai,47.0
1725,0,1,680.0664954,Lalitpur,45.0
14494,0,1,680.0664954,Chennai,45.0
3810,0,2,680.0649614,Chennai,33.5
23419,1,1,680.0618238,Lalitpur,66.0
18775,1,1,680.0585897000001,Mumbai,65.0
1391,1,1,680.056935,Mumbai,43.0
5869,1,1,680.0552545,Lalitpur,64.0
6642,0,1,680.0518135,Lalitpur,42.0
2148,0,2,680.0518135,Bangalore,42.0
3858,0,1,680.0518135,Lalitpur,63.0
15027,1,1,680.0464422,Lalitpur,82.0
15587,0,1,680.0408024000001,Lalitpur,80.0
20674,0,1,680.0368834,Raigad,29.5
14123,1,1,680.0368834,Mumbai,59.0
27326,0,1,680.0348736000001,Lalitpur,78.0
13509,0,1,680.0348736000001,Mumbai,78.0
16573,1,2,680.0348736000001,Maharashtra,78.0
18268,1,1,680.0286328,Lalitpur,28.5
20308,0,1,680.0242866,Lalitpur,56.0
13352,0,3,680.0162634999999,Kolkata,66.9
22280,1,1,680.0151114,Mumbai,36.0
10972,1,1,680.0151114,Lalitpur,36.0
20619,1,1,680.0151114,Maharashtra,54.0
29337,1,2,680.0151114,Bhopal,18.0
4869,1,1,680.01443,Lalitpur,37.7
24229,0,1,680.0077715,Mumbai,35.0
9396,1,1,680.0077715,Lalitpur,70.0
12391,1,2,680.0,Pune,68.0
16100,1,2,680.0,Bhubaneswar,20.4
14353,1,2,680.0,Agra,13.6
264,0,2,680.0,Lalitpur,170.0
23983,0,1,680.0,Pune,51.0
2921,0,2,680.0,Chennai,27.2
12600,0,2,680.0,Lalitpur,170.0
29289,0,2,680.0,Bhubaneswar,20.4
10786,0,2,680.0,Mumbai,170.0
17515,0,1,680.0,Lalitpur,170.0
27258,1,1,679.9888981,Maharashtra,49.0
9578,0,1,679.9830003999999,Vapi,16.0
17444,0,1,679.9736784,Pune,31.0
25265,0,1,679.967791,Pune,76.0
2135,0,1,679.9637352999999,Bhavnagar,15.0
18040,1,1,679.9637352999999,Ghaziabad,30.0
9601,0,2,679.9069601,Noida,38.0
3349,1,2,679.8756798999999,Jodhpur,35.0
25711,1,1,679.7853309,Neemrana,19.0
11802,0,1,679.7706797999999,Pune,33.2
9048,0,1,679.6116505,Lalitpur,30.1
20928,1,2,679.4401412999999,Lalitpur,100.0
29086,1,2,679.4401412999999,Maharashtra,100.0
21030,1,1,679.4117647,Lalitpur,69.3
6840,1,1,679.4117647,Maharashtra,69.3
27967,1,1,679.2513713999999,Pune,42.1
25233,1,1,679.0622473999999,Mumbai,42.0
17004,1,1,679.0622473999999,Lalitpur,42.0
6206,1,1,679.0363318,Lalitpur,69.9
28806,1,1,679.0169016,Lalitpur,92.0
17628,0,2,678.9524733,Chennai,28.0
26260,0,2,678.8002206,Mumbai,160.0
23216,0,1,678.694644,Mumbai,120.0
3031,0,1,678.6941581,Mumbai,23.7
7630,1,1,678.4678961,Maharashtra,110.0
23297,0,1,678.2608696000001,Chennai,31.2
23848,1,2,678.119349,Mumbai,120.0
1007,1,1,678.119349,Raigad,30.0
7628,0,2,678.109769,Lucknow,32.0
15446,0,2,678.0810307,Chennai,40.0
4152,1,1,678.070581,Bangalore,44.0
23445,0,2,678.0171763999999,Chennai,45.0
3732,1,1,678.0,Maharashtra,33.9
15165,0,1,677.7777778,Vapi,12.2
20139,0,2,677.4455785,Mumbai,150.0
721,0,1,677.2009029,Surat,21.0
24537,1,2,677.1289732000001,Lalitpur,170.0
19785,0,2,677.0990069000001,Aurangabad,45.0
12265,1,2,677.0833332999999,Pune,65.0
17945,1,2,677.0567195,Chennai,26.5
14064,0,1,677.0480704,Pune,30.0
12273,1,2,677.0153296,Maharashtra,140.0
2623,1,1,676.9230769,Raipur,17.6
7362,1,1,676.8249467999999,Surat,19.1
20959,1,1,676.3636364,Surat,18.6
22658,1,1,676.3636364,Bangalore,37.2
14029,1,1,676.3192989,Mangalore,35.5
24983,0,2,676.056338,Kolkata,24.0
204,0,2,676.0453302,Kolkata,17.3
11125,1,1,676.0411033,Pune,50.0
9659,1,1,676.0309472,Mumbai,90.0
5279,1,1,676.0309472,Maharashtra,90.0
18706,0,2,675.9761629,Pune,76.0
1636,1,1,675.9366551,Bangalore,35.0
12669,1,1,675.9294029,Bhubaneswar,36.0
13024,0,2,675.8713913,Maharashtra,140.0
15847,0,2,675.7854821000001,Chennai,49.9
17828,1,2,675.7843926,Chennai,25.2
10068,0,1,675.6756757,Jaipur,14.0
19328,1,2,675.6756757,Pune,77.5
2146,0,1,675.3106429,Jamnagar,12.5
8542,0,1,675.2954417999999,Godhra,12.0
3049,0,1,675.2194463,Indore,20.0
14377,0,1,675.2194463,Surat,20.0
22037,0,1,675.1954513,Jamnagar,19.0
6097,1,2,675.1740139,Bangalore,29.1
627,0,1,675.1687922,Vapi,9.0
21428,0,1,675.154321,Vadodara,17.5
9875,0,1,675.1493119,Kolkata,26.0
19829,1,1,675.1493119,Pune,26.0
23857,0,1,675.1389992000001,Vadodara,17.0
8016,0,2,675.1227496,Bangalore,16.5
26442,0,1,675.1054852000001,Ratnagiri,16.0
28486,1,1,675.0908776,Lalitpur,39.0
22354,1,1,675.0871080000001,Vadodara,15.5
4084,1,1,675.0807162000001,Lalitpur,46.0
29363,1,2,675.0750751,Pune,56.2
14162,0,1,675.0732391,Mumbai,53.0
17016,0,2,675.0675068,Chennai,30.0
6161,1,1,675.0675068,Pune,30.0
8447,1,1,675.0675068,Lalitpur,30.0
7046,0,2,675.0675068,Jamshedpur,15.0
15552,0,1,675.0675068,Mumbai,60.0
8337,0,1,675.0675068,Maharashtra,60.0
15630,0,2,675.0572082,Durgapur,11.8
1980,0,1,675.0536975,Raigad,22.0
25260,1,1,675.0524109,Lalitpur,64.4
16153,1,1,675.0465548999999,Mumbai,58.0
29273,0,2,675.0465548999999,Vadodara,14.5
277,0,1,675.0441375,Lalitpur,65.0
25478,0,1,675.0441375,Mumbai,65.0
592,1,1,675.0392465,Lalitpur,43.0
15305,0,1,675.0371269999999,Bangalore,50.0
28373,0,1,675.0355282,Mumbai,57.0
3415,0,1,675.0317662,Maharashtra,85.0
27842,1,2,675.0306832,Mumbai,99.0
9501,0,1,675.024108,Lalitpur,42.0
27407,0,2,675.024108,Aurangabad,35.0
27476,0,2,675.024108,Ghaziabad,21.0
19859,0,2,675.024108,Bangalore,14.0
17321,1,1,675.024108,Mumbai,42.0
2036,0,1,675.024108,Mumbai,35.0
619,0,1,675.024108,Mumbai,42.0
3333,0,2,675.0082318,Pune,20.5
11979,0,3,675.0067501,Lalitpur,75.0
18335,0,1,675.0065155,Lalitpur,25.9
25442,0,1,675.0049633,Pune,34.0
25112,0,1,675.0,Lalitpur,54.0
5998,0,1,675.0,Mumbai,27.0
18752,0,1,674.9846593999999,Goa,33.0
20329,0,1,674.9816581,Mumbai,92.0
18470,1,1,674.9799793999999,Mumbai,59.0
495,0,1,674.9662517,Lalitpur,45.0
1132,0,1,674.9401263,Bangalore,31.0
26575,0,1,674.9294392,Lalitpur,55.0
10617,0,2,674.8939452000001,Chennai,35.0
8284,1,1,674.8826291,Lalitpur,23.0
27343,0,1,674.8709805,Indore,17.0
12634,0,2,674.8357308,Amritsar,38.0
16649,1,2,674.6139258,Chennai,24.9
5184,1,1,674.1011984,Pune,40.5
28422,1,2,674.0614333999999,Pune,39.5
278,0,2,674.0361283,Thrissur,25.0
23385,1,1,673.9973102999999,Mumbai,85.2
9964,0,1,673.9863029,Maharashtra,62.0
9923,1,1,673.81317,Lalitpur,26.4
17049,1,1,673.7588652000001,Pune,30.4
19528,0,2,673.3333332999999,Kolkata,20.2
26265,1,2,672.4601697,Mumbai,130.0
11996,0,1,672.2418784,Surat,20.9
4414,1,2,672.0430107999999,Mumbai,90.0
5251,0,1,672.005376,Maharashtra,120.0
14627,1,2,671.9314682999999,Pune,50.2
20122,1,2,671.6561121,Maharashtra,140.0
18432,0,1,671.1409396,Surat,18.0
6031,1,2,671.0283509,Maharashtra,120.0
11140,1,1,670.8782915,Maharashtra,120.0
5115,1,1,670.8595387999999,Pune,32.0
8408,0,1,670.2412869,Godhra,12.5
27370,1,1,670.2412869,Nagpur,15.0
3512,0,1,670.1152128,Maharashtra,28.5
13792,0,1,670.1030927999999,Secunderabad,13.0
6461,0,1,670.09506,Mumbai,43.0
14780,0,1,670.0915792000001,Lalitpur,30.0
26997,0,2,670.0758244,Kolkata,38.0
24373,1,1,670.0738217,Mumbai,59.0
12751,0,1,670.0655499,Maharashtra,46.0
1933,0,1,670.0655499,Lalitpur,46.0
14413,0,1,670.0583199,Mumbai,54.0
4125,1,1,670.0554529,Pune,29.0
26875,1,1,670.0470843999999,Pune,37.0
22969,0,1,670.0441248999999,Lalitpur,41.0
13121,0,1,670.0441248999999,Lalitpur,41.0
15926,0,1,670.0416915,Lalitpur,90.0
2366,0,1,670.0416915,Mumbai,90.0
16347,0,2,670.0379267000001,Nagpur,26.5
15187,1,1,670.0321248,Mumbai,73.0
19940,0,1,670.0299543,Mumbai,85.0
12057,0,1,670.0278625,Mumbai,50.5
14836,0,2,670.0167504,Pune,36.0
26369,0,1,670.0167504,Mumbai,28.0
17162,0,1,670.0167504,Bangalore,56.0
27429,0,1,670.0167504,Ghaziabad,32.0
1163,1,1,670.0167504,Pune,32.0
20658,0,2,670.0035471,Lalitpur,170.0
4223,0,1,670.0032289,Maharashtra,83.0
1488,0,2,669.9846861000001,Nagpur,35.0
13579,0,2,669.9679581,Nagpur,23.0
23219,0,2,669.9679581,Nagpur,23.0
6514,1,1,669.9403718,Surat,19.1
5898,0,1,669.9384591,Lalitpur,86.0
23417,0,1,669.8920728999999,Ahmednagar,18.0
9303,0,2,669.8764915,Lalitpur,32.0
6108,0,1,669.8664441000001,Pune,32.1
11199,0,1,669.8297516,Maharashtra,24.0
28717,0,2,669.7923643999999,Secunderabad,20.0
28279,1,2,669.702652,Maharashtra,150.0
23198,1,2,669.2544505,Maharashtra,150.0
18369,1,2,669.2544505,Lalitpur,150.0
7238,0,1,669.1343964,Raigad,23.5
27921,1,3,669.1051832999999,Lalitpur,150.0
28720,1,2,669.0446350999999,Lalitpur,69.4
8588,1,2,669.0279418,Lalitpur,85.0
7214,1,2,669.0279418,Mumbai,85.0
17592,1,2,668.9635372,Faridabad,23.3
23619,1,2,668.9282812999999,Maharashtra,140.0
14896,1,2,668.8590379999999,Maharashtra,120.0
14351,0,2,668.1514477000001,Kolkata,18.0
16851,0,2,668.0838142000001,Jaipur,22.0
26788,0,1,668.002672,Aurangabad,40.0
23954,1,2,667.9190147999999,Chennai,32.0
21192,1,2,667.7713339,Bangalore,40.3
15839,0,1,667.4612634,Noida,16.8
18094,1,2,667.4453529,Maharashtra,160.0
3655,0,2,667.090216,Pune,42.0
8072,0,1,667.0567583,Mumbai,57.0
22771,0,1,667.0372428999999,Nagpur,36.0
27039,1,2,667.022412,Pune,50.0
27607,0,1,667.0001668,Pune,40.0
2413,1,2,667.0001668,Maharashtra,160.0
14796,0,2,666.9630947,Chennai,30.0
12345,0,1,666.6666667000001,Lalitpur,100.0
8108,1,2,666.6666667000001,Maharashtra,160.0
23800,1,2,666.6666667000001,Mumbai,180.0
16541,1,1,666.4815329,Lalitpur,120.0
20115,1,2,666.3004238,Mumbai,84.9
6952,0,1,666.0706303,Nagpur,14.9
20531,0,2,666.0666067000001,Indore,14.8
4432,1,1,666.0323501,Pune,35.0
546,0,1,666.0088800999999,Surat,13.5
2117,0,1,665.8211795,Gandhinagar,21.0
9073,0,1,665.7534247000001,Mumbai,24.3
16392,0,1,665.2283351,Palghar,18.5
14525,0,1,665.1884701,Ahmednagar,18.0
23238,1,1,665.1376147000001,Lalitpur,26.1
20791,0,1,665.1147323,Surat,20.0
1070,0,2,665.1147323,Gandhinagar,20.0
20754,0,1,665.0901567000001,Lalitpur,22.5
3698,0,1,665.0901567000001,Pune,45.0
9408,0,1,665.0901567000001,Mumbai,22.5
22511,1,1,665.077174,Lalitpur,53.0
24291,1,1,665.0750341,Mumbai,39.0
1771,0,1,665.0620725,Lalitpur,52.5
10089,0,1,665.0544135,Surat,22.0
18764,1,1,665.0544135,Mumbai,55.0
8368,0,1,665.0544135,Maharashtra,55.0
22742,0,1,665.0496831,Lalitpur,85.0
5252,0,1,665.0480312000001,Lalitpur,63.0
23430,0,1,665.0446067,Maharashtra,82.0
10856,0,1,665.0446067,Mumbai,82.0
9960,1,2,665.0446067,Mumbai,82.0
6786,0,1,665.0430872999999,Bangalore,35.5
8835,1,2,665.0430872999999,Pune,71.0
1717,0,1,665.0332517,Mumbai,57.0
15792,1,1,665.0281914,Lalitpur,46.0
29253,0,1,665.0199506,Bangalore,35.0
13107,0,1,665.0199506,Mumbai,35.0
7877,0,1,665.0199506,Bangalore,35.0
7799,1,1,665.0115268999999,Bangalore,75.0
3937,0,1,665.0041562999999,Lalitpur,120.0
25814,1,1,665.0041562999999,Lalitpur,120.0
15359,0,1,665.0041562999999,Mumbai,120.0
24767,0,1,665.0,Lalitpur,39.9
20586,1,1,664.9892164,Pune,37.0
6926,0,1,664.9427410000001,Udaipur,18.0
3007,0,1,664.7864625,Vapi,16.5
24969,0,1,664.4034918,Mumbai,54.8
17825,0,1,664.3151088,Mumbai,56.5
3558,0,1,664.3151088,Lalitpur,45.2
12171,0,2,664.0507093,Lucknow,22.0
17052,0,1,664.0454347,Surat,15.2
18191,1,1,663.7396694,Ratnagiri,25.7
7540,1,1,663.7396694,Lalitpur,25.7
25780,1,1,663.5166382,Maharashtra,66.0
1632,1,2,663.1592909,Maharashtra,150.0
20439,1,2,662.6905235,Lalitpur,130.0
8143,0,1,662.2516555999999,Lalitpur,130.0
569,0,1,661.9632436,Maharashtra,76.0
18344,0,1,661.9009796,Nagpur,25.0
27680,1,1,661.5878107000001,Vijayawada,16.5
4740,0,1,661.5878107000001,Vijayawada,16.5
6503,1,2,661.4485724,Maharashtra,120.0
21757,1,2,661.2254554,Pune,55.9
20876,0,1,661.1165524,Akola,27.0
5528,1,1,661.0729723,Bangalore,52.0
15761,1,2,661.0671937000001,Mumbai,66.9
15743,1,1,661.0576923,Bangalore,49.5
1974,0,1,661.0439936,Maharashtra,58.0
20533,1,2,660.974938,Maharashtra,72.0
1996,0,2,660.2112676,Anantapur,7.5
7489,0,2,660.2112676,Bangalore,15.0
23002,0,1,660.2112676,Kolkata,15.0
5825,0,2,660.1218687,Bangalore,19.5
22249,1,1,660.1029312999999,Lalitpur,29.5
6153,0,1,660.0660066,Jaipur,20.0
6753,0,1,660.0660066,Maharashtra,52.0
8021,1,1,660.0660066,Pune,44.0
7945,1,2,660.0660066,Pune,32.0
6361,0,1,660.0660066,Pune,38.0
2868,0,1,660.0660066,Jaipur,20.0
10613,0,1,660.0660066,Maharashtra,46.0
14950,0,2,660.0660066,Bangalore,30.0
11269,0,1,660.0660066,Mumbai,56.0
7824,0,1,660.0660066,Chennai,24.0
8875,1,3,660.0500282,Mumbai,81.8
2140,1,1,660.0452602000001,Maharashtra,52.5
27547,0,1,660.0425834,Lalitpur,46.5
5256,0,1,660.0369621,Lalitpur,75.0
24282,0,1,660.0369621,Mumbai,75.0
20565,1,1,660.0353257999999,Bangalore,71.0
18255,0,1,660.0324939,Lalitpur,32.5
22459,0,1,660.0324939,Mumbai,65.0
21237,0,1,660.0277906,Mumbai,57.0
2567,1,1,660.0277906,Lalitpur,57.0
3978,1,1,660.0264011,Lalitpur,55.0
7965,0,1,660.0264011,Lalitpur,110.0
18943,1,1,660.0249066,Lalitpur,53.0
11303,0,1,660.0249066,Lalitpur,53.0
19169,1,2,660.0224408,Mumbai,100.0
8061,1,2,660.0224408,Maharashtra,100.0
11881,1,2,660.0224408,Lalitpur,100.0
10827,0,1,660.0153492000001,Lalitpur,43.0
22881,0,2,660.0115502,Lalitpur,160.0
15310,0,1,660.0,Lalitpur,49.5
4984,1,1,659.9788807,Pune,37.5
29073,0,2,659.9788807,Kolkata,50.0
9533,1,2,659.9450046000001,Pune,36.0
12889,0,1,659.9229287,Lalitpur,41.1
15122,0,1,659.9208095,Surat,15.0
4583,1,1,659.8984772000001,Lalitpur,32.5
3504,0,2,659.8984772000001,Bangalore,39.0
17925,1,1,659.8984772000001,Mumbai,32.5
11844,1,1,659.8482349,Mangalore,20.0
10889,0,1,659.6818005,Karad,17.0
24846,0,1,659.4581749,Maharashtra,55.5
20269,0,1,659.4581749,Mumbai,55.5
5163,1,3,659.3406593,Kanpur,30.0
841,0,2,659.0038314,Mumbai,86.0
1370,1,2,658.9895494,Mumbai,99.0
14218,1,1,658.9595376,Lalitpur,28.5
9386,1,1,658.9473684,Lalitpur,31.3
13562,0,2,658.7615283,Nagpur,15.0
9965,1,1,658.0789695000001,Pune,47.0
21587,1,1,658.0343876000001,Pune,31.0
14243,0,1,658.0259222,Pune,33.0
906,0,1,658.0016247000001,Vadodara,16.2
25039,0,1,658.000321,Pune,41.0
1830,0,1,657.9909342999999,Pune,45.0
28602,0,2,657.8947368,Bangalore,15.0
4809,1,1,657.8324657000001,Aurangabad,13.9
7366,1,2,657.760999,Lalitpur,45.3
10268,1,2,657.760999,Pune,45.3
5064,0,2,657.6200418,Bangalore,12.6
1709,1,2,657.5052853999999,Bangalore,31.1
7570,0,2,657.4621959,Lalitpur,160.0
12704,1,1,657.1899463999999,Pune,31.9
28663,0,1,657.0841889,Pune,41.6
10930,1,2,657.0756675,Chennai,47.5
16408,1,1,656.9794404,Bhubaneswar,42.5
23294,1,2,656.7281802,Mumbai,100.0
6991,0,2,656.6604127999999,Ghaziabad,35.0
29417,1,2,656.6283762999999,Pune,42.3
27523,0,2,656.4551422000001,Moradabad,12.0
13912,1,2,656.3833279,Lalitpur,140.0
12727,1,2,656.3833279,Maharashtra,140.0
5308,1,1,656.1679790000001,Ghaziabad,20.0
18843,1,2,656.0962274,Bangalore,24.0
7958,1,2,656.0962274,Bangalore,24.0
13890,1,2,656.0897054,Lalitpur,110.0
19853,0,2,656.0603576000001,Pune,40.0
6537,1,1,656.0603576000001,Mumbai,40.0
22471,1,1,656.0580681,Pune,47.0
3742,0,1,656.0364465,Pune,72.0
14580,1,1,656.0259705,Bangalore,48.5
16684,0,2,656.0,Pune,41.0
26004,1,2,655.8641974999999,Lalitpur,170.0
7317,0,1,655.2006552,Karad,16.0
13030,0,2,655.0933507999999,Kolkata,20.0
17196,0,1,655.0883607999999,Raigad,43.0
157,0,1,655.0802139,Maharashtra,49.0
17447,0,1,655.0424128,Mohali,13.9
12132,1,2,655.0392757000001,Pune,49.2
12305,0,1,655.0308008,Lalitpur,31.9
5245,0,1,655.0218341,Mumbai,60.0
2049,0,1,655.0218341,Maharashtra,45.0
17111,0,1,655.0218341,Maharashtra,42.0
776,0,1,655.0218341,Mumbai,45.0
19361,0,1,655.0218341,Navsari,13.5
20824,0,1,655.0218341,Bangalore,30.0
18112,1,1,655.0218341,Raigad,33.0
22374,0,1,655.0004888,Lalitpur,67.0
434,1,1,654.9646319,Mumbai,50.0
12226,1,1,654.8255937999999,Mumbai,30.6
8112,0,1,654.7539672,Lalitpur,49.1
1456,1,1,654.7359232000001,Lalitpur,120.0
17739,1,2,654.6720836000001,Pune,56.4
26133,0,2,654.2361793,Lalitpur,100.0
28921,0,2,654.107797,Vadodara,25.0
3611,0,1,654.0389026,Maharashtra,77.0
2507,0,1,654.0118041000001,Navsari,41.0
19673,1,1,653.9235412,Bangalore,39.0
12989,0,1,653.8704915,Pune,31.0
20888,0,1,653.4401165,Pune,35.9
9131,1,2,653.2532008999999,Mumbai,100.0
26647,1,2,652.9072509,Maharashtra,180.0
28929,1,2,652.8551532,Lalitpur,150.0
6175,1,2,652.8417819,Lalitpur,68.0
1307,0,2,652.6806527000001,Kolkata,16.8
25900,0,1,652.2625357000001,Noida,16.0
12977,0,1,652.173913,Aurangabad,19.8
7774,0,1,652.0605112000001,Nagpur,25.0
21544,0,1,652.0025794,Lalitpur,91.0
11750,1,1,651.8904824,Pune,30.0
765,0,2,651.8904824,Meerut,15.0
28368,0,1,651.7241379,Siliguri,18.9
24115,1,1,651.5151515,Bangalore,43.0
8431,1,1,651.4657980000001,Lalitpur,100.0
21386,0,2,651.1829824,Mumbai,120.0
27550,0,1,651.1237135,Pune,31.0
26753,1,2,651.0712392999999,Mumbai,86.0
28247,0,1,651.0618509,Lalitpur,42.0
4601,0,1,651.0618509,Mumbai,42.0
14717,1,1,651.0094767,Maharashtra,79.0
8278,0,1,651.0003176,Ghaziabad,20.5
16827,0,1,651.0003176,Ghaziabad,20.5
15641,1,1,650.9635973999999,Lalitpur,76.0
20481,1,1,650.9482317000001,Chennai,50.8
20298,0,2,650.8671847999999,Lalitpur,170.0
25415,1,2,650.6745326,Mumbai,150.0
28069,0,2,650.539392,Pune,39.8
19547,0,1,650.391353,Pune,34.9
11599,1,1,650.2554575,Surat,14.0
9905,0,2,650.2242152000001,Bhopal,14.5
6630,0,1,650.2242152000001,Vapi,14.5
26126,0,2,650.1950585,Solapur,20.0
19434,0,1,650.1950585,Valsad,15.0
17170,0,2,650.1950585,Vadodara,20.0
15695,0,1,650.1950585,Noida,20.0
29146,0,2,650.1950585,Bhopal,15.0
19685,0,2,650.1950585,Ujjain,20.0
28902,0,1,650.1950585,Bhiwadi,10.0
17345,0,1,650.1950585,Surat,20.0
147,0,2,650.1950585,Coimbatore,20.0
15294,0,1,650.1950585,Surat,20.0
23816,0,2,650.1880709,Jaipur,12.1
15558,0,1,650.174437,Lalitpur,20.5
9936,0,1,650.1677852000001,Chandigarh,15.5
6707,0,2,650.1677852000001,Lucknow,15.5
18102,1,1,650.1547988,Vadodara,21.0
7297,0,1,650.1547988,Pune,21.0
25850,0,3,650.1472031000001,Gurgaon,26.5
20608,0,1,650.1422186000001,Chandigarh,16.0
8497,0,2,650.1422186000001,Banswara,16.0
15466,0,1,650.1422186000001,Kolkata,16.0
3192,0,1,650.1422186000001,Aurangabad,16.0
24884,0,1,650.1422186000001,Visakhapatnam,16.0
8995,0,1,650.1422186000001,Vadodara,16.0
